test,item,lisc,pron,island,region,model,surprisal
gender_subj,20,fem,fem,obj,pronoun,NGRAM,10.2261699693342
gender_subj,20,fem,male,obj,pronoun,NGRAM,7.86518299738798
gender_sent-subj,20,fem,fem,obj,pronoun,NGRAM,11.3875898319692
gender_sent-subj,20,fem,male,obj,pronoun,NGRAM,9.96381923020196
gender_coord,20,fem,fem,obj,pronoun,NGRAM,12.1188656344409
gender_coord,20,fem,fem,obj,pronoun,NGRAM,12.1188656344409
gender_cnp,20,fem,fem,obj,pronoun,NGRAM,12.1188656344409
gender_cnp,20,fem,fem,obj,pronoun,NGRAM,12.1188656344409
gender_coord,20,fem,male,obj,pronoun,NGRAM,7.67270401677552
gender_coord,20,fem,male,obj,pronoun,NGRAM,7.67270401677552
gender_cnp,20,fem,male,obj,pronoun,NGRAM,7.67270401677552
gender_cnp,20,fem,male,obj,pronoun,NGRAM,7.67270401677552
gender_coord,20,fem,fem,island,pronoun,NGRAM,9.54576655180157
gender_cnp,20,fem,fem,island,pronoun,NGRAM,10.7958805711437
gender_cnp,20,fem,male,island,pronoun,NGRAM,9.37210925995181
gender_cnp,20,fem,male,island,pronoun,NGRAM,9.37210925995181
gender_coord,20,fem,male,island,pronoun,NGRAM,9.37210925995181
gender_coord,20,fem,male,island,pronoun,NGRAM,9.37210925995181
gender_adjunct,20,fem,fem,island,pronoun,NGRAM,8.16153532233205
gender_adjunct,20,fem,male,island,pronoun,NGRAM,6.18063657203877
gender_adjunct,20,fem,fem,obj,pronoun,NGRAM,8.16153532233205
gender_adjunct,20,fem,male,obj,pronoun,NGRAM,6.18063657203877
gender_wh,20,fem,fem,obj,pronoun,NGRAM,8.16153532233205
gender_wh,20,fem,male,obj,pronoun,NGRAM,6.18063657203877
gender_wh,20,fem,fem,island,pronoun,NGRAM,8.16153532233205
gender_wh,20,fem,male,island,pronoun,NGRAM,6.18063657203877
gender_sent-subj,20,male,fem,island,pronoun,NGRAM,11.3875898319692
gender_sent-subj,20,male,male,island,pronoun,NGRAM,9.96381923020196
gender_subj,20,male,fem,island,pronoun,NGRAM,10.2261699693342
gender_subj,20,male,male,island,pronoun,NGRAM,7.86518299738798
gender_subj,20,male,fem,obj,pronoun,NGRAM,10.2261699693342
gender_subj,20,male,male,obj,pronoun,NGRAM,7.86518299738798
gender_sent-subj,20,male,fem,obj,pronoun,NGRAM,11.3875898319692
gender_sent-subj,20,male,male,obj,pronoun,NGRAM,9.96381923020196
gender_cnp,20,male,fem,obj,pronoun,NGRAM,12.1188656344409
gender_cnp,20,male,fem,obj,pronoun,NGRAM,12.1188656344409
gender_coord,20,male,fem,obj,pronoun,NGRAM,12.1188656344409
gender_coord,20,male,fem,obj,pronoun,NGRAM,12.1188656344409
gender_coord,20,male,male,obj,pronoun,NGRAM,7.67270401677552
gender_coord,20,male,male,obj,pronoun,NGRAM,7.67270401677552
gender_cnp,20,male,male,obj,pronoun,NGRAM,7.67270401677552
gender_cnp,20,male,male,obj,pronoun,NGRAM,7.67270401677552
gender_coord,20,male,male,island,pronoun,NGRAM,7.53721895814034
gender_coord,20,male,fem,island,pronoun,NGRAM,10.7958805711437
gender_coord,20,male,fem,island,pronoun,NGRAM,10.7958805711437
gender_cnp,20,male,fem,island,pronoun,NGRAM,10.7958805711437
gender_cnp,20,male,fem,island,pronoun,NGRAM,10.7958805711437
gender_cnp,20,male,male,island,pronoun,NGRAM,9.37210925995181
gender_adjunct,20,male,fem,island,pronoun,NGRAM,8.16153532233205
gender_adjunct,20,male,male,island,pronoun,NGRAM,6.18063657203877
gender_adjunct,20,male,fem,obj,pronoun,NGRAM,8.16153532233205
gender_adjunct,20,male,male,obj,pronoun,NGRAM,6.18063657203877
gender_wh,20,male,fem,obj,pronoun,NGRAM,8.16153532233205
gender_wh,20,male,male,obj,pronoun,NGRAM,6.18063657203877
gender_wh,20,male,fem,island,pronoun,NGRAM,8.16153532233205
gender_wh,20,male,male,island,pronoun,NGRAM,6.18063657203877
gender_coord,10,fem,fem,obj,pronoun,NGRAM,11.2733735133916
gender_coord,10,fem,fem,obj,pronoun,NGRAM,11.2733735133916
gender_cnp,10,fem,fem,obj,pronoun,NGRAM,11.2733735133916
gender_cnp,10,fem,fem,obj,pronoun,NGRAM,11.2733735133916
gender_coord,10,fem,male,obj,pronoun,NGRAM,9.84960187272259
gender_coord,10,fem,male,obj,pronoun,NGRAM,9.84960187272259
gender_cnp,10,fem,male,obj,pronoun,NGRAM,9.84960187272259
gender_cnp,10,fem,male,obj,pronoun,NGRAM,9.84960187272259
gender_cnp,10,fem,fem,island,pronoun,NGRAM,12.1188656344409
gender_cnp,10,fem,male,island,pronoun,NGRAM,7.67270401677552
gender_coord,10,fem,fem,island,pronoun,NGRAM,9.54576655180157
gender_coord,10,fem,male,island,pronoun,NGRAM,7.53721895814034
gender_wh,10,fem,fem,obj,pronoun,NGRAM,8.2139919561071
gender_wh,10,fem,male,obj,pronoun,NGRAM,10.1772111545866
gender_wh,10,fem,fem,island,pronoun,NGRAM,8.2139919561071
gender_wh,10,fem,male,island,pronoun,NGRAM,10.1772111545866
gender_adjunct,10,fem,fem,obj,pronoun,NGRAM,8.2139919561071
gender_adjunct,10,fem,male,obj,pronoun,NGRAM,10.1772111545866
gender_adjunct,15,fem,fem,obj,pronoun,NGRAM,8.16153532233205
gender_adjunct,15,fem,male,obj,pronoun,NGRAM,6.18063657203877
gender_adjunct,10,fem,fem,island,pronoun,NGRAM,8.2139919561071
gender_adjunct,10,fem,male,island,pronoun,NGRAM,10.1772111545866
gender_adjunct,15,fem,fem,island,pronoun,NGRAM,8.16153532233205
gender_adjunct,15,fem,male,island,pronoun,NGRAM,6.18063657203877
gender_wh,15,fem,fem,obj,pronoun,NGRAM,8.16153532233205
gender_wh,15,fem,male,obj,pronoun,NGRAM,6.18063657203877
gender_wh,15,fem,fem,island,pronoun,NGRAM,8.16153532233205
gender_wh,15,fem,male,island,pronoun,NGRAM,6.18063657203877
gender_sent-subj,10,fem,fem,island,pronoun,NGRAM,10.845309979217
gender_sent-subj,10,fem,male,island,pronoun,NGRAM,8.48432258405155
gender_subj,10,fem,fem,island,pronoun,NGRAM,9.42374915778868
gender_subj,10,fem,male,island,pronoun,NGRAM,2.41762975291992
gender_sent-subj,10,fem,fem,obj,pronoun,NGRAM,10.845309979217
gender_sent-subj,10,fem,male,obj,pronoun,NGRAM,8.48432258405155
gender_cnp,15,fem,fem,obj,pronoun,NGRAM,9.23260871914158
gender_coord,15,fem,fem,obj,pronoun,NGRAM,9.23260871914158
gender_cnp,15,fem,male,obj,pronoun,NGRAM,6.66655120481863
gender_coord,15,fem,male,obj,pronoun,NGRAM,6.66655120481863
gender_cnp,15,fem,fem,island,pronoun,NGRAM,11.7978437439736
gender_cnp,15,fem,male,island,pronoun,NGRAM,10.3740723189022
gender_coord,15,fem,fem,island,pronoun,NGRAM,9.54576655180157
gender_coord,15,fem,male,island,pronoun,NGRAM,7.53721895814034
gender_subj,10,fem,fem,obj,pronoun,NGRAM,9.42374915778868
gender_subj,10,fem,male,obj,pronoun,NGRAM,2.41762975291992
gender_sent-subj,15,fem,fem,island,pronoun,NGRAM,7.93824412676043
gender_sent-subj,15,fem,male,island,pronoun,NGRAM,10.5831159253441
gender_subj,15,fem,fem,island,pronoun,NGRAM,9.48981537321175
gender_subj,15,fem,male,island,pronoun,NGRAM,6.8958182093961
gender_sent-subj,15,fem,fem,obj,pronoun,NGRAM,7.3047571251691
gender_sent-subj,15,fem,male,obj,pronoun,NGRAM,9.94962888899409
gender_subj,15,fem,fem,obj,pronoun,NGRAM,9.48981537321175
gender_subj,15,fem,male,obj,pronoun,NGRAM,6.8958182093961
gender_sent-subj,13,male,fem,island,pronoun,NGRAM,10.7958805711437
gender_sent-subj,13,male,male,island,pronoun,NGRAM,9.37210925995181
gender_subj,13,male,fem,island,pronoun,NGRAM,9.48981537321175
gender_subj,13,male,male,island,pronoun,NGRAM,6.8958182093961
gender_sent-subj,13,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_sent-subj,13,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_subj,13,male,fem,obj,pronoun,NGRAM,9.48981537321175
gender_subj,13,male,male,obj,pronoun,NGRAM,6.8958182093961
gender_wh,13,male,fem,obj,pronoun,NGRAM,8.16153532233205
gender_wh,13,male,male,obj,pronoun,NGRAM,6.18063657203877
gender_wh,13,male,fem,island,pronoun,NGRAM,8.16153532233205
gender_wh,13,male,male,island,pronoun,NGRAM,6.18063657203877
gender_adjunct,13,male,fem,island,pronoun,NGRAM,8.16153532233205
gender_adjunct,13,male,male,island,pronoun,NGRAM,6.18063657203877
gender_adjunct,13,male,fem,obj,pronoun,NGRAM,8.16153532233205
gender_adjunct,13,male,male,obj,pronoun,NGRAM,6.18063657203877
gender_coord,13,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_coord,13,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_cnp,13,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_cnp,13,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_coord,13,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_coord,13,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_cnp,13,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_cnp,13,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_cnp,13,male,fem,island,pronoun,NGRAM,10.7958805711437
gender_cnp,13,male,male,island,pronoun,NGRAM,9.37210925995181
gender_coord,13,male,fem,island,pronoun,NGRAM,9.54576655180157
gender_coord,13,male,male,island,pronoun,NGRAM,7.53721895814034
gender_sent-subj,13,fem,fem,island,pronoun,NGRAM,10.7958805711437
gender_sent-subj,13,fem,male,island,pronoun,NGRAM,9.37210925995181
gender_subj,13,fem,fem,island,pronoun,NGRAM,9.48981537321175
gender_subj,13,fem,male,island,pronoun,NGRAM,6.8958182093961
gender_sent-subj,13,fem,fem,obj,pronoun,NGRAM,10.7958805711437
gender_sent-subj,13,fem,male,obj,pronoun,NGRAM,9.37210925995181
gender_subj,13,fem,fem,obj,pronoun,NGRAM,9.48981537321175
gender_subj,13,fem,male,obj,pronoun,NGRAM,6.8958182093961
gender_wh,13,fem,fem,obj,pronoun,NGRAM,8.16153532233205
gender_wh,13,fem,male,obj,pronoun,NGRAM,6.18063657203877
gender_wh,13,fem,fem,island,pronoun,NGRAM,8.16153532233205
gender_wh,13,fem,male,island,pronoun,NGRAM,6.18063657203877
gender_adjunct,13,fem,fem,obj,pronoun,NGRAM,8.16153532233205
gender_adjunct,13,fem,male,island,pronoun,NGRAM,6.18063657203877
gender_adjunct,13,fem,fem,island,pronoun,NGRAM,8.16153532233205
gender_adjunct,13,fem,male,obj,pronoun,NGRAM,6.18063657203877
gender_cnp,13,fem,fem,obj,pronoun,NGRAM,10.7958805711437
gender_cnp,13,fem,fem,obj,pronoun,NGRAM,10.7958805711437
gender_coord,13,fem,fem,obj,pronoun,NGRAM,10.7958805711437
gender_coord,13,fem,fem,obj,pronoun,NGRAM,10.7958805711437
gender_coord,13,fem,male,obj,pronoun,NGRAM,9.37210925995181
gender_coord,13,fem,male,obj,pronoun,NGRAM,9.37210925995181
gender_cnp,13,fem,male,obj,pronoun,NGRAM,9.37210925995181
gender_cnp,13,fem,male,obj,pronoun,NGRAM,9.37210925995181
gender_cnp,13,fem,fem,island,pronoun,NGRAM,10.7958805711437
gender_cnp,13,fem,male,island,pronoun,NGRAM,9.37210925995181
gender_coord,13,fem,fem,island,pronoun,NGRAM,9.54576655180157
gender_coord,13,fem,male,island,pronoun,NGRAM,7.53721895814034
gender_coord,2,male,fem,obj,pronoun,NGRAM,9.23260871914158
gender_coord,2,male,fem,obj,pronoun,NGRAM,9.23260871914158
gender_cnp,2,male,fem,obj,pronoun,NGRAM,9.23260871914158
gender_cnp,2,male,fem,obj,pronoun,NGRAM,9.23260871914158
gender_coord,2,male,male,obj,pronoun,NGRAM,6.66655120481863
gender_coord,2,male,male,obj,pronoun,NGRAM,6.66655120481863
gender_cnp,2,male,male,obj,pronoun,NGRAM,6.66655120481863
gender_cnp,2,male,male,obj,pronoun,NGRAM,6.66655120481863
gender_cnp,2,male,fem,island,pronoun,NGRAM,11.7978437439736
gender_cnp,2,male,male,island,pronoun,NGRAM,10.3740723189022
gender_coord,2,male,fem,island,pronoun,NGRAM,9.54576655180157
gender_coord,2,male,male,island,pronoun,NGRAM,7.53721895814034
gender_adjunct,2,male,fem,obj,pronoun,NGRAM,11.596502969227
gender_adjunct,2,male,male,obj,pronoun,NGRAM,10.1727315901119
gender_wh,2,male,fem,obj,pronoun,NGRAM,11.596502969227
gender_wh,2,male,male,obj,pronoun,NGRAM,10.1727315901119
gender_wh,2,male,fem,island,pronoun,NGRAM,11.596502969227
gender_wh,2,male,male,island,pronoun,NGRAM,10.1727315901119
gender_sent-subj,2,male,fem,island,pronoun,NGRAM,10.7958805711437
gender_sent-subj,2,male,male,island,pronoun,NGRAM,9.37210925995181
gender_subj,2,male,fem,island,pronoun,NGRAM,9.48981537321175
gender_subj,2,male,male,island,pronoun,NGRAM,6.8958182093961
gender_subj,2,male,fem,obj,pronoun,NGRAM,9.48981537321175
gender_subj,2,male,male,obj,pronoun,NGRAM,6.8958182093961
gender_sent-subj,2,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_sent-subj,2,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_adjunct,2,male,fem,island,pronoun,NGRAM,11.596502969227
gender_adjunct,2,male,male,island,pronoun,NGRAM,10.1727315901119
gender_adjunct,11,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_adjunct,11,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_adjunct,11,male,fem,island,pronoun,NGRAM,10.7958805711437
gender_adjunct,11,male,male,island,pronoun,NGRAM,9.37210925995181
gender_sent-subj,11,male,fem,island,pronoun,NGRAM,10.7958805711437
gender_sent-subj,11,male,male,island,pronoun,NGRAM,9.37210925995181
gender_subj,11,male,fem,island,pronoun,NGRAM,12.1188656344409
gender_subj,11,male,male,island,pronoun,NGRAM,7.67270401677552
gender_sent-subj,11,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_sent-subj,11,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_subj,11,male,fem,obj,pronoun,NGRAM,12.1188656344409
gender_subj,11,male,male,obj,pronoun,NGRAM,7.67270401677552
gender_wh,11,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_wh,11,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_cnp,11,male,fem,obj,pronoun,NGRAM,9.08495537850573
gender_cnp,11,male,fem,obj,pronoun,NGRAM,9.08495537850573
gender_coord,11,male,fem,obj,pronoun,NGRAM,9.08495537850573
gender_coord,11,male,fem,obj,pronoun,NGRAM,9.08495537850573
gender_coord,11,male,male,obj,pronoun,NGRAM,6.85202478554339
gender_coord,11,male,male,obj,pronoun,NGRAM,6.85202478554339
gender_cnp,11,male,male,obj,pronoun,NGRAM,6.85202478554339
gender_cnp,11,male,male,obj,pronoun,NGRAM,6.85202478554339
gender_cnp,11,male,fem,island,pronoun,NGRAM,10.7958805711437
gender_cnp,11,male,male,island,pronoun,NGRAM,9.37210925995181
gender_coord,11,male,fem,island,pronoun,NGRAM,9.54576655180157
gender_coord,11,male,male,island,pronoun,NGRAM,7.53721895814034
gender_wh,11,male,fem,island,pronoun,NGRAM,10.7958805711437
gender_wh,11,male,male,island,pronoun,NGRAM,9.37210925995181
gender_adjunct,8,fem,fem,island,pronoun,NGRAM,11.2950494361186
gender_adjunct,8,fem,male,island,pronoun,NGRAM,9.87127794598059
gender_cnp,8,fem,fem,obj,pronoun,NGRAM,10.7958805711437
gender_cnp,8,fem,fem,obj,pronoun,NGRAM,10.7958805711437
gender_coord,8,fem,fem,obj,pronoun,NGRAM,10.7958805711437
gender_coord,8,fem,fem,obj,pronoun,NGRAM,10.7958805711437
gender_cnp,8,fem,male,obj,pronoun,NGRAM,9.37210925995181
gender_cnp,8,fem,male,obj,pronoun,NGRAM,9.37210925995181
gender_coord,8,fem,male,obj,pronoun,NGRAM,9.37210925995181
gender_coord,8,fem,male,obj,pronoun,NGRAM,9.37210925995181
gender_cnp,8,fem,fem,island,pronoun,NGRAM,11.3028394394387
gender_cnp,8,fem,male,island,pronoun,NGRAM,9.87906844361436
gender_coord,8,fem,fem,island,pronoun,NGRAM,9.54576655180157
gender_coord,8,fem,male,island,pronoun,NGRAM,7.53721895814034
gender_sent-subj,8,fem,fem,island,pronoun,NGRAM,5.28267794032129
gender_sent-subj,8,fem,male,island,pronoun,NGRAM,9.85188246225187
gender_subj,8,fem,fem,island,pronoun,NGRAM,12.1188656344409
gender_subj,8,fem,male,island,pronoun,NGRAM,7.67270401677552
gender_sent-subj,8,fem,fem,obj,pronoun,NGRAM,5.26913272585768
gender_sent-subj,8,fem,male,obj,pronoun,NGRAM,9.83833589303522
gender_subj,8,fem,fem,obj,pronoun,NGRAM,12.1188656344409
gender_subj,8,fem,male,obj,pronoun,NGRAM,7.67270401677552
gender_wh,8,fem,fem,obj,pronoun,NGRAM,11.2950494361186
gender_wh,8,fem,male,obj,pronoun,NGRAM,9.87127794598059
gender_wh,8,fem,fem,island,pronoun,NGRAM,11.2950494361186
gender_wh,8,fem,male,island,pronoun,NGRAM,9.87127794598059
gender_adjunct,8,fem,fem,obj,pronoun,NGRAM,11.2950494361186
gender_adjunct,8,fem,male,obj,pronoun,NGRAM,9.87127794598059
gender_adjunct,8,male,fem,island,pronoun,NGRAM,11.2950494361186
gender_adjunct,8,male,male,island,pronoun,NGRAM,9.87127794598059
gender_sent-subj,17,male,fem,island,pronoun,NGRAM,11.5892080581769
gender_sent-subj,17,male,male,island,pronoun,NGRAM,8.07231567178131
gender_subj,17,male,fem,island,pronoun,NGRAM,8.83501679777171
gender_subj,17,male,male,island,pronoun,NGRAM,6.99609685067679
gender_coord,8,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_coord,8,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_cnp,8,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_cnp,8,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_cnp,8,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_cnp,8,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_coord,8,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_coord,8,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_cnp,8,male,fem,island,pronoun,NGRAM,11.3028394394387
gender_cnp,8,male,male,island,pronoun,NGRAM,9.87906844361436
gender_coord,8,male,fem,island,pronoun,NGRAM,9.54576655180157
gender_coord,8,male,male,island,pronoun,NGRAM,7.53721895814034
gender_cnp,17,male,fem,obj,pronoun,NGRAM,9.59789438944943
gender_cnp,17,male,fem,obj,pronoun,NGRAM,9.59789438944943
gender_coord,17,male,fem,obj,pronoun,NGRAM,9.59789438944943
gender_coord,17,male,fem,obj,pronoun,NGRAM,9.59789438944943
gender_coord,17,male,male,obj,pronoun,NGRAM,6.96341534169738
gender_coord,17,male,male,obj,pronoun,NGRAM,6.96341534169738
gender_cnp,17,male,male,obj,pronoun,NGRAM,6.96341534169738
gender_cnp,17,male,male,obj,pronoun,NGRAM,6.96341534169738
gender_cnp,17,male,fem,island,pronoun,NGRAM,11.3028394394387
gender_cnp,17,male,male,island,pronoun,NGRAM,9.87906844361436
gender_coord,17,male,fem,island,pronoun,NGRAM,9.54576655180157
gender_coord,17,male,male,island,pronoun,NGRAM,7.53721895814034
gender_subj,17,male,fem,obj,pronoun,NGRAM,8.83501679777171
gender_subj,17,male,male,obj,pronoun,NGRAM,6.99609685067679
gender_sent-subj,17,male,fem,obj,pronoun,NGRAM,11.3948352910149
gender_sent-subj,17,male,male,obj,pronoun,NGRAM,7.87794231902846
gender_adjunct,17,male,fem,obj,pronoun,NGRAM,11.1787045963596
gender_adjunct,17,male,male,obj,pronoun,NGRAM,9.75493288429245
gender_adjunct,1,male,fem,island,pronoun,NGRAM,10.7958805711437
gender_adjunct,1,male,male,island,pronoun,NGRAM,9.37210925995181
gender_wh,17,male,fem,obj,pronoun,NGRAM,11.1787045963596
gender_wh,17,male,male,obj,pronoun,NGRAM,9.75493288429245
gender_wh,17,male,fem,island,pronoun,NGRAM,11.1787045963596
gender_wh,17,male,male,island,pronoun,NGRAM,9.75493288429245
gender_sent-subj,29,male,fem,island,pronoun,NGRAM,12.9782346432684
gender_sent-subj,29,male,male,island,pronoun,NGRAM,9.83981849558234
gender_sent-subj,8,male,fem,island,pronoun,NGRAM,5.28267794032129
gender_sent-subj,8,male,male,island,pronoun,NGRAM,9.85188246225187
gender_subj,29,male,fem,island,pronoun,NGRAM,12.1188656344409
gender_subj,29,male,male,island,pronoun,NGRAM,7.67270401677552
gender_subj,8,male,fem,island,pronoun,NGRAM,12.1188656344409
gender_subj,8,male,male,island,pronoun,NGRAM,7.67270401677552
gender_sent-subj,8,male,fem,obj,pronoun,NGRAM,5.26913272585768
gender_sent-subj,8,male,male,obj,pronoun,NGRAM,9.83833589303522
gender_coord,29,male,fem,obj,pronoun,NGRAM,11.2977058356515
gender_coord,29,male,fem,obj,pronoun,NGRAM,11.2977058356515
gender_cnp,29,male,fem,obj,pronoun,NGRAM,11.2977058356515
gender_cnp,29,male,fem,obj,pronoun,NGRAM,11.2977058356515
gender_cnp,29,male,male,obj,pronoun,NGRAM,9.87393418114371
gender_cnp,29,male,male,obj,pronoun,NGRAM,9.87393418114371
gender_coord,29,male,male,obj,pronoun,NGRAM,9.87393418114371
gender_coord,29,male,male,obj,pronoun,NGRAM,9.87393418114371
gender_cnp,29,male,fem,island,pronoun,NGRAM,11.3028394394387
gender_cnp,29,male,male,island,pronoun,NGRAM,9.87906844361436
gender_coord,29,male,fem,island,pronoun,NGRAM,9.54576655180157
gender_coord,29,male,male,island,pronoun,NGRAM,7.53721895814034
gender_subj,8,male,fem,obj,pronoun,NGRAM,12.1188656344409
gender_subj,8,male,male,obj,pronoun,NGRAM,7.67270401677552
gender_subj,29,male,fem,obj,pronoun,NGRAM,12.1188656344409
gender_subj,29,male,male,obj,pronoun,NGRAM,7.67270401677552
gender_sent-subj,29,male,fem,obj,pronoun,NGRAM,12.747965937276
gender_sent-subj,29,male,male,obj,pronoun,NGRAM,9.60954918177978
gender_adjunct,1,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_adjunct,1,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_sent-subj,1,male,fem,island,pronoun,NGRAM,11.6454997204473
gender_sent-subj,1,male,male,island,pronoun,NGRAM,8.85598446391286
gender_wh,29,male,fem,obj,pronoun,NGRAM,8.2139919561071
gender_wh,29,male,male,obj,pronoun,NGRAM,10.1772111545866
gender_subj,1,male,fem,island,pronoun,NGRAM,12.1188656344409
gender_subj,1,male,male,island,pronoun,NGRAM,7.67270401677552
gender_subj,1,male,fem,obj,pronoun,NGRAM,12.1188656344409
gender_subj,1,male,male,obj,pronoun,NGRAM,7.67270401677552
gender_sent-subj,1,male,fem,obj,pronoun,NGRAM,11.6454997204473
gender_sent-subj,1,male,male,obj,pronoun,NGRAM,8.85598446391286
gender_wh,29,male,fem,island,pronoun,NGRAM,8.2139919561071
gender_wh,29,male,male,island,pronoun,NGRAM,10.1772111545866
gender_adjunct,29,male,fem,island,pronoun,NGRAM,8.2139919561071
gender_adjunct,29,male,male,island,pronoun,NGRAM,10.1772111545866
gender_adjunct,29,male,fem,obj,pronoun,NGRAM,8.2139919561071
gender_adjunct,29,male,male,obj,pronoun,NGRAM,10.1772111545866
gender_wh,8,male,fem,obj,pronoun,NGRAM,11.2950494361186
gender_wh,8,male,male,obj,pronoun,NGRAM,9.87127794598059
gender_wh,8,male,fem,island,pronoun,NGRAM,11.2950494361186
gender_wh,8,male,male,island,pronoun,NGRAM,9.87127794598059
gender_wh,1,male,fem,obj,pronoun,NGRAM,10.7958805711437
gender_wh,1,male,male,obj,pronoun,NGRAM,9.37210925995181
gender_cnp,1,male,fem,obj,pronoun,NGRAM,8.2139919561071
gender_cnp,1,male,fem,obj,pronoun,NGRAM,8.2139919561071
gender_coord,1,male,fem,obj,pronoun,NGRAM,8.2139919561071
gender_coord,1,male,fem,obj,pronoun,NGRAM,8.2139919561071
gender_coord,1,male,male,obj,pronoun,NGRAM,10.1772111545866
gender_coord,1,male,male,obj,pronoun,NGRAM,10.1772111545866
gender_cnp,1,male,male,obj,pronoun,NGRAM,10.1772111545866
